ID	chrom	loc.start	loc.end	seg	num.mark	nhet	cnlr.median	mafR	segclust	cnlr.median.clust	mafR.clust	cf	tcn	lcn	cf.em	tcn.em	lcn.em
aafc00a1ae5e1b2b9b0dd390dd2e049a_Dual_purity	1	13504	802565	1	11	4	0.220716659901067	0.043648114887391	9	0.184222967473156	NA	0.3	3	NA	0.273402639935328	3	1
aafc00a1ae5e1b2b9b0dd390dd2e049a_Dual_purity	1	808710	144679850	2	11209	857	-0.0978786621434121	0.0299633417810837	4	-0.0987929358002762	0.035311530406932	1	2	1	NA	2	1
aafc00a1ae5e1b2b9b0dd390dd2e049a_Dual_purity	1	144679992	249212502	3	10623	832	0.279157407598672	0.102752243980009	10	0.279157407598672	0.102752243980009	0.397322683762423	3	1	0.191802350057822	4	2
aafc00a1ae5e1b2b9b0dd390dd2e049a_Dual_purity	2	41550	243061096	4	17681	1311	-0.0902796692590794	0.0340422217512469	4	-0.0987929358002762	0.035311530406932	1	2	1	NA	2	1
aafc00a1ae5e1b2b9b0dd390dd2e049a_Dual_purity	3	361508	89000083	5	6213	374	-0.0896154905857034	0.0377694828121388	4	-0.0987929358002762	0.035311530406932	1	2	1	NA	2	1
aafc00a1ae5e1b2b9b0dd390dd2e049a_Dual_purity	3	89156884	197896850	6	7497	596	0.0184164141425	0.0139697458018747	5	0.00926884363875512	0.0145382243042325	1	2	1	0.111841474803978	1	0
aafc00a1ae5e1b2b9b0dd390dd2e049a_Dual_purity	4	41300	191031400	7	10009	881	0.0131009701053152	0.012977026837033	5	0.00926884363875512	0.0145382243042325	1	2	1	0.111841474803978	1	0
aafc00a1ae5e1b2b9b0dd390dd2e049a_Dual_purity	5	58500	180687517	8	10481	892	0.0149314677979886	0.0211493200746167	5	0.00926884363875512	0.0145382243042325	1	2	1	0.111841474803978	1	0
aafc00a1ae5e1b2b9b0dd390dd2e049a_Dual_purity	6	304600	599209	9	39	5	-0.0346501219637323	0.0753922878584262	6	0.00926884363875512	NA	1	2	NA	0.0460814351508623	0	0
aafc00a1ae5e1b2b9b0dd390dd2e049a_Dual_purity	6	610072	62390838	10	4729	431	0.0109589763309993	0.00538581004378307	5	0.00926884363875512	0.0145382243042325	1	2	1	0.111841474803978	1	0
aafc00a1ae5e1b2b9b0dd390dd2e049a_Dual_purity	6	62407067	170892759	11	6130	472	-0.211591824638435	0.111625002967896	2	-0.21034662547643	0.103444578035581	0.273402639935328	1	0	NA	2	1
aafc00a1ae5e1b2b9b0dd390dd2e049a_Dual_purity	7	19771	159025950	12	10613	844	0.10562097152684	0.133073045312423	7	0.10562097152684	0.133073045312423	0.192859438378749	2	0	NA	2	1
aafc00a1ae5e1b2b9b0dd390dd2e049a_Dual_purity	8	116680	146289956	13	7490	551	0.0132689569124193	0.0125390616515989	5	0.00926884363875512	0.0145382243042325	1	2	1	0.111841474803978	1	0
aafc00a1ae5e1b2b9b0dd390dd2e049a_Dual_purity	9	52415	141109979	14	8694	747	-0.163515282530055	9.42345638661585e-05	3	-0.162753043633997	0.00795953242044112	0.112402128669956	0	0	NA	2	1
