ID	chrom	loc.start	loc.end	seg	num.mark	nhet	cnlr.median	mafR	segclust	cnlr.median.clust	mafR.clust	cf	tcn	lcn	cf.em	tcn.em	lcn.em
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	1	13118	120510307	1	15156	1666	-0.0445271552601067	0.0161139585314779	4	-0.0292018589768317	0.0220654479367929	1	2	1	0.137644765997828	1	0
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	1	120510650	149871820	2	1040	261	0.211943429919879	0.00631409411620632	8	0.20287103859245	0.0138009693753226	0.209544552525338	3	1	0.0808043662890054	6	3
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	1	149872160	249231200	3	12529	1433	0.0202469977878275	0.0365778098859021	6	0.0183457385163078	0.035339092515013	1	2	1	0.0260267743267328	4	2
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	2	41550	87116400	4	7203	747	-0.0407897612420898	0.0297080689432755	4	-0.0292018589768317	0.0220654479367929	1	2	1	0.137644765997828	1	0
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	2	87120450	96689900	5	902	188	0.260987402786463	0.0186808165372574	10	0.260987402786463	0.0186808165372574	0.334391499580777	3	1	0.0986005214472554	6	3
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	2	96690139	243081150	6	13917	1413	-0.0117580423239115	0.021727910723906	4	-0.0292018589768317	0.0220654479367929	1	2	1	0.137644765997828	1	0
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	3	239450	39453776	7	3232	378	-0.0897768326517661	0.0240055248236986	3	-0.0734738037298756	0.0312109405298208	1	2	1	NA	2	1
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	3	39518696	74548848	8	4649	410	-0.205517293155694	0.0427027410187711	1	-0.205517293155694	0.0427027410187711	0.209544552525338	1	0	NA	2	1
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	3	74570250	197896789	9	9086	993	-0.0396855241689006	0.0155463665156687	4	-0.0292018589768317	0.0220654479367929	1	2	1	0.137644765997828	1	0
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	4	23103	191031300	10	11430	1274	-0.0362228815655025	0.0327419579481857	4	-0.0292018589768317	0.0220654479367929	1	2	1	0.137644765997828	1	0
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	5	90714	180718750	11	12753	1440	-0.0650358440840885	0.0229876449657295	3	-0.0734738037298756	0.0312109405298208	1	2	1	NA	2	1
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	6	124013	170931700	12	13919	1721	-0.0279636399259795	0.0135002377180536	4	-0.0292018589768317	0.0220654479367929	1	2	1	0.137644765997828	1	0
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	7	19771	88194150	13	6851	914	-0.0233765897028912	0.0403568751362401	4	-0.0292018589768317	0.0220654479367929	1	2	1	0.137644765997828	1	0
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	7	88194650	100421781	14	1654	125	0.564439693994623	0.462913375232231	12	0.564439693994623	0.462913375232231	0.501742631776861	4	1	0.209544552525338	7	2
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	7	100451828	159025900	15	5581	693	-0.146896660286342	0.0541400879349632	2	-0.137357413955129	0.0527374695826494	1	2	1	NA	2	1
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	8	116659	146279571	16	8980	1080	-0.0754540472516927	0.0428946498158308	3	-0.0734738037298756	0.0312109405298208	1	2	1	NA	2	1
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	9	14450	38414101	17	2921	359	-0.14502676722858	0.0343006334754676	2	-0.137357413955129	0.0527374695826494	1	2	1	NA	2	1
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	9	38453845	71015497	18	620	169	0.187209617700645	0.0263292560913985	8	0.20287103859245	0.0138009693753226	0.209544552525338	3	1	0.0808043662890054	6	3
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	9	71027305	141134050	19	8286	903	-0.0496173585865109	0.021676159308851	4	-0.0292018589768317	0.0220654479367929	1	2	1	0.137644765997828	1	0
